Date;Open;High;Low;Close;Adj Close;Volume
27.06.2016;4664430176;4665040039;4574250000;4594439941;4594439941;2659650000
28.06.2016;4643930176;4692979980;4643930176;4691870117;4691870117;2074090000
29.06.2016;4732930176;4787589844;4732339844;4779250000;4779250000;2116550000
30.06.2016;4793750000;4843109863;4774520020;4842669922;4842669922;2171180000
1.07.2016;4837180176;4880169922;4837169922;4862569824;4862569824;1745130000
5.07.2016;4837060059;4839129883;4797290039;4822899902;4822899902;1690340000
6.07.2016;4799319824;4861049805;4786009766;4859160156;4859160156;1876090000
7.07.2016;4867470215;4889009766;4853680176;4876810059;4876810059;1672770000
8.07.2016;4906660156;4959000000;4901270020;4956759766;4956759766;1947260000
11.07.2016;4976540039;5002500000;4976540039;4988640137;4988640137;1718450000
12.07.2016;5017990234;5032100098;5009680176;5022819824;5022819824;1866280000
13.07.2016;5036319824;5036379883;5002819824;5005729980;5005729980;1650820000
14.07.2016;5041950195;5045180176;5025149902;5034060059;5034060059;1641170000
15.07.2016;5041189941;5044810059;5018520020;5029589844;5029589844;1610300000
18.07.2016;5034990234;5063529785;5030129883;5055779785;5055779785;1585570000
19.07.2016;5038220215;5052240234;5028240234;5036370117;5036370117;1694740000
20.07.2016;5061600098;5098250000;5053919922;5089930176;5089930176;1877330000
21.07.2016;5093970215;5102779785;5061109863;5073899902;5073899902;1880310000
22.07.2016;5078120117;5103520020;5064109863;5100160156;5100160156;1639000000
25.07.2016;5096990234;5100720215;5082660156;5097629883;5097629883;1770620000
26.07.2016;5095609863;5122299805;5084180176;5110049805;5110049805;2038060000
27.07.2016;5143839844;5151060059;5120660156;5139810059;5139810059;2122250000
